20170309,al.SHFE,al1705.SHFE,100
20170410,al.SHFE,al1706.SHFE,80
20170510,al.SHFE,al1707.SHFE,60
20170606,al.SHFE,al1708.SHFE,65
20170608,al.SHFE,al1707.SHFE,-65
20170609,al.SHFE,al1708.SHFE,50
20170706,al.SHFE,al1709.SHFE,90
20170803,al.SHFE,al1710.SHFE,100
20170901,al.SHFE,al1711.SHFE,90
20171009,al.SHFE,al1712.SHFE,105
20171101,al.SHFE,al1801.SHFE,100
20171204,al.SHFE,al1802.SHFE,90
20180109,al.SHFE,al1803.SHFE,100
20180212,al.SHFE,al1804.SHFE,85
20180305,al.SHFE,al1805.SHFE,90
20180410,al.SHFE,al1806.SHFE,75
20180509,al.SHFE,al1807.SHFE,85
20180608,al.SHFE,al1808.SHFE,85
20180706,al.SHFE,al1809.SHFE,65
20180808,al.SHFE,al1810.SHFE,90
20180905,al.SHFE,al1811.SHFE,75
20181016,al.SHFE,al1901.SHFE,20
20181017,al.SHFE,al1812.SHFE,0
20181105,al.SHFE,al1901.SHFE,5
20181106,al.SHFE,al1812.SHFE,35
20181107,al.SHFE,al1901.SHFE,-25
20181207,al.SHFE,al1902.SHFE,40
20181210,al.SHFE,al1901.SHFE,-35
20181212,al.SHFE,al1902.SHFE,40
20190107,al.SHFE,al1903.SHFE,50
20190220,al.SHFE,al1904.SHFE,50
20190226,al.SHFE,al1905.SHFE,-15
20190417,al.SHFE,al1906.SHFE,10
20190515,al.SHFE,al1907.SHFE,-20
20190617,al.SHFE,al1908.SHFE,-40
20190716,al.SHFE,al1909.SHFE,30
20190809,al.SHFE,al1910.SHFE,-3.33333333333394
20190906,al.SHFE,al1911.SHFE,-20
20191016,al.SHFE,al1912.SHFE,-33.3333333333339
20191113,al.SHFE,al2001.SHFE,-60
20191114,al.SHFE,al1912.SHFE,73.3333333333321
20191115,al.SHFE,al2001.SHFE,-121.666666666666
20191212,al.SHFE,al2002.SHFE,-65
20200110,al.SHFE,al2003.SHFE,-65
20200207,al.SHFE,al2004.SHFE,23.3333333333339
20200211,al.SHFE,al2003.SHFE,-15
20200217,al.SHFE,al2004.SHFE,28.3333333333339
20200304,al.SHFE,al2005.SHFE,65
20200330,al.SHFE,al2006.SHFE,10
20200507,al.SHFE,al2007.SHFE,-143.333333333334
20060104,b.DCE,b0609.DCE,0
20060727,b.DCE,b0705.DCE,131
20060728,b.DCE,b0609.DCE,-220
20060801,b.DCE,b0701.DCE,53
20060802,b.DCE,b0609.DCE,-169
20060821,b.DCE,b0703.DCE,79
20060822,b.DCE,b0609.DCE,-53
20060823,b.DCE,b0611.DCE,98
20060825,b.DCE,b0609.DCE,-64
20060828,b.DCE,b0701.DCE,15
20060829,b.DCE,b0703.DCE,-5
20060830,b.DCE,b0609.DCE,-85
20060831,b.DCE,b0701.DCE,77
20060904,b.DCE,b0611.DCE,25
20060906,b.DCE,b0703.DCE,-7
20060907,b.DCE,b0707.DCE,11
20060912,b.DCE,b0611.DCE,-85
20060913,b.DCE,b0701.DCE,54
20060922,b.DCE,b0705.DCE,57
20060925,b.DCE,b0707.DCE,-52
20060926,b.DCE,b0701.DCE,39
20060928,b.DCE,b0703.DCE,32
20060929,b.DCE,b0705.DCE,3
20061012,b.DCE,b0709.DCE,35
20061016,b.DCE,b0707.DCE,-80
20061017,b.DCE,b0709.DCE,50
20061018,b.DCE,b0701.DCE,-175
20061020,b.DCE,b0705.DCE,123
20061023,b.DCE,b0701.DCE,-42
20061024,b.DCE,b0611.DCE,-83
20061025,b.DCE,b0701.DCE,140
20061026,b.DCE,b0705.DCE,110
20061106,b.DCE,b0701.DCE,-216
20061107,b.DCE,b0705.DCE,230
20061110,b.DCE,b0703.DCE,-245
20061113,b.DCE,b0705.DCE,170
20061114,b.DCE,b0701.DCE,-169
20061115,b.DCE,b0705.DCE,238
20061123,b.DCE,b0703.DCE,-256
20061124,b.DCE,b0705.DCE,407
20061201,b.DCE,b0701.DCE,-187
20061205,b.DCE,b0705.DCE,42
20061207,b.DCE,b0711.DCE,222
20061208,b.DCE,b0705.DCE,-150
20061213,b.DCE,b0701.DCE,60
20061214,b.DCE,b0705.DCE,100
20061219,b.DCE,b0707.DCE,-9
20061220,b.DCE,b0705.DCE,-22
20061222,b.DCE,b0703.DCE,-272
20061225,b.DCE,b0705.DCE,159
20061228,b.DCE,b0709.DCE,-92
20061229,b.DCE,b0705.DCE,0
20070105,b.DCE,b0709.DCE,-120
20070108,b.DCE,b0705.DCE,-5
20070115,b.DCE,b0709.DCE,-127
20070116,b.DCE,b0705.DCE,28
20070123,b.DCE,b0711.DCE,91
20070124,b.DCE,b0705.DCE,-133
20070129,b.DCE,b0707.DCE,35
20070201,b.DCE,b0709.DCE,-232
20070202,b.DCE,b0705.DCE,42
20070205,b.DCE,b0801.DCE,-199
20070206,b.DCE,b0709.DCE,-41
20070212,b.DCE,b0801.DCE,-125
20070213,b.DCE,b0711.DCE,-98
20070214,b.DCE,b0709.DCE,6
20070215,b.DCE,b0705.DCE,-168
20070216,b.DCE,b0703.DCE,-150
20070226,b.DCE,b0709.DCE,231
20070305,b.DCE,b0705.DCE,-157
20070306,b.DCE,b0709.DCE,230
20070312,b.DCE,b0801.DCE,23
20070314,b.DCE,b0709.DCE,-57
20070319,b.DCE,b0801.DCE,-13
20070321,b.DCE,b0709.DCE,15
20070323,b.DCE,b0707.DCE,-16
20070326,b.DCE,b0711.DCE,-52
20070327,b.DCE,b0709.DCE,136
20070406,b.DCE,b0801.DCE,147
20070409,b.DCE,b0709.DCE,53
20070420,b.DCE,b0707.DCE,25
20070423,b.DCE,b0709.DCE,58
20070424,b.DCE,b0801.DCE,-20
20070425,b.DCE,b0709.DCE,-41
20070427,b.DCE,b0711.DCE,-59
20070430,b.DCE,b0803.DCE,-29
20070510,b.DCE,b0707.DCE,15
20070511,b.DCE,b0709.DCE,67
20070514,b.DCE,b0707.DCE,25
20070515,b.DCE,b0709.DCE,228
20070523,b.DCE,b0801.DCE,-15
20070524,b.DCE,b0803.DCE,-219
20070525,b.DCE,b0709.DCE,-58
20070528,b.DCE,b0801.DCE,166
20070530,b.DCE,b0709.DCE,-100
20070531,b.DCE,b0801.DCE,15
20070605,b.DCE,b0803.DCE,-59
20070606,b.DCE,b0801.DCE,72
20070613,b.DCE,b0711.DCE,-58
20070614,b.DCE,b0801.DCE,92
20070621,b.DCE,b0803.DCE,59
20070625,b.DCE,b0711.DCE,-270
20070626,b.DCE,b0801.DCE,12
20070703,b.DCE,b0805.DCE,-19
20070704,b.DCE,b0709.DCE,-163
20070705,b.DCE,b0711.DCE,-90
20070706,b.DCE,b0801.DCE,71
20070710,b.DCE,b0805.DCE,33
20070711,b.DCE,b0801.DCE,-113
20070713,b.DCE,b0709.DCE,-16
20070716,b.DCE,b0801.DCE,34
20070717,b.DCE,b0711.DCE,-160
20070718,b.DCE,b0801.DCE,110
20070719,b.DCE,b0709.DCE,27
20070720,b.DCE,b0803.DCE,84
20070723,b.DCE,b0801.DCE,-150
20070724,b.DCE,b0711.DCE,1
20070726,b.DCE,b0803.DCE,36
20070727,b.DCE,b0711.DCE,-149
20070730,b.DCE,b0801.DCE,78
20070802,b.DCE,b0711.DCE,-154
20070806,b.DCE,b0805.DCE,39
20070810,b.DCE,b0711.DCE,-44
20070813,b.DCE,b0805.DCE,102
20070815,b.DCE,b0711.DCE,-89
20070816,b.DCE,b0805.DCE,174
20070820,b.DCE,b0711.DCE,-206
20070821,b.DCE,b0805.DCE,83
20071025,b.DCE,b0809.DCE,28
20071026,b.DCE,b0805.DCE,-30
20071031,b.DCE,b0807.DCE,-80
20071101,b.DCE,b0805.DCE,40
20071105,b.DCE,b0809.DCE,65
20071106,b.DCE,b0807.DCE,21
20071107,b.DCE,b0805.DCE,140
20071108,b.DCE,b0809.DCE,-6
20071113,b.DCE,b0805.DCE,57
20071120,b.DCE,b0807.DCE,-300
20071121,b.DCE,b0809.DCE,-80
20071127,b.DCE,b0805.DCE,10
20071128,b.DCE,b0809.DCE,-60
20071205,b.DCE,b0805.DCE,123
20071206,b.DCE,b0809.DCE,-106
20071227,b.DCE,b0805.DCE,-20
20071228,b.DCE,b0809.DCE,-94
20080229,b.DCE,b0901.DCE,-430
20080303,b.DCE,b0809.DCE,537
20080403,b.DCE,b0901.DCE,-780
20080409,b.DCE,b0805.DCE,1437
20080410,b.DCE,b0809.DCE,-311
20080416,b.DCE,b0901.DCE,-920
20080417,b.DCE,b0809.DCE,805
20080423,b.DCE,b0901.DCE,-800
20080424,b.DCE,b0809.DCE,901
20080425,b.DCE,b0901.DCE,-850
20080505,b.DCE,b0809.DCE,1041
20080506,b.DCE,b0901.DCE,-924
20080508,b.DCE,b0809.DCE,927
20080515,b.DCE,b0901.DCE,-914
20080610,b.DCE,b0811.DCE,-346
20080611,b.DCE,b0901.DCE,245
20080616,b.DCE,b0809.DCE,575
20080617,b.DCE,b0901.DCE,-453
20080702,b.DCE,b0903.DCE,53
20080703,b.DCE,b0901.DCE,61
20080826,b.DCE,b0905.DCE,-200
20080827,b.DCE,b0901.DCE,75
20080828,b.DCE,b0905.DCE,-180
20080829,b.DCE,b0901.DCE,135
20080903,b.DCE,b0905.DCE,-182
20080904,b.DCE,b0901.DCE,96
20080911,b.DCE,b0905.DCE,-145
20080912,b.DCE,b0901.DCE,20
20080916,b.DCE,b0811.DCE,-80
20080917,b.DCE,b0901.DCE,50
20080924,b.DCE,b0811.DCE,11
20080925,b.DCE,b0901.DCE,120
20081007,b.DCE,b0811.DCE,24
20081008,b.DCE,b0901.DCE,-122
20081009,b.DCE,b0903.DCE,-191
20081013,b.DCE,b0905.DCE,-167
20081014,b.DCE,b0901.DCE,66
20081015,b.DCE,b0905.DCE,-110
20081021,b.DCE,b0901.DCE,111
20081022,b.DCE,b0905.DCE,-50
20081027,b.DCE,b0901.DCE,334
20081028,b.DCE,b0905.DCE,-210
20081031,b.DCE,b0901.DCE,232
20081103,b.DCE,b0905.DCE,-311
20081202,b.DCE,b0903.DCE,341
20081204,b.DCE,b0905.DCE,-351
20081219,b.DCE,b0901.DCE,521
20081222,b.DCE,b0905.DCE,-532
20081226,b.DCE,b0911.DCE,-145
20081229,b.DCE,b0905.DCE,238
20090109,b.DCE,b0909.DCE,-70
20090112,b.DCE,b0905.DCE,25
20090114,b.DCE,b0909.DCE,26
20090219,b.DCE,b0905.DCE,170
20090220,b.DCE,b0909.DCE,-243
20090312,b.DCE,b0905.DCE,217
20090316,b.DCE,b0909.DCE,-149
20090408,b.DCE,b1001.DCE,-210
20090409,b.DCE,b0909.DCE,209
20090415,b.DCE,b1001.DCE,-158
20090421,b.DCE,b0909.DCE,102
20090428,b.DCE,b1001.DCE,-84
20090429,b.DCE,b0909.DCE,151
20090430,b.DCE,b1001.DCE,-139
20090504,b.DCE,b0909.DCE,118
20090511,b.DCE,b1003.DCE,-155
20090512,b.DCE,b0909.DCE,141
20090514,b.DCE,b1003.DCE,-131
20090520,b.DCE,b1001.DCE,-5
20090526,b.DCE,b1003.DCE,-67
20090527,b.DCE,b1001.DCE,33
20090604,b.DCE,b1003.DCE,27
20090605,b.DCE,b1001.DCE,19
20090612,b.DCE,b0909.DCE,153
20090615,b.DCE,b1001.DCE,-149
20090616,b.DCE,b0909.DCE,52
20090617,b.DCE,b1001.DCE,-120
20090625,b.DCE,b1005.DCE,-61
20090626,b.DCE,b1001.DCE,93
20090703,b.DCE,b0911.DCE,-93
20090707,b.DCE,b1001.DCE,-26
20090708,b.DCE,b1005.DCE,-51
20090709,b.DCE,b1001.DCE,72
20090713,b.DCE,b0909.DCE,89
20090715,b.DCE,b1001.DCE,-42
20090722,b.DCE,b1005.DCE,-39
20090724,b.DCE,b1001.DCE,-83
20090727,b.DCE,b1005.DCE,27
